Date (GMT+1),Non-Renewable,Renewable
,Power (MW),Power (MW)
2024-01-06T07:15+01:00,20198.35993,22805.98865
2024-01-06T07:30+01:00,20569.30501,22919.61418
2024-01-06T07:45+01:00,20996.85387,22931.49517
2024-01-06T08:00+01:00,21641.40855,22899.68369
2024-01-06T08:15+01:00,22345.4779,23031.2976
2024-01-06T08:30+01:00,22779.56134,23203.57626
2024-01-06T08:45+01:00,22979.50391,23474.67624
2024-01-06T09:00+01:00,23113.05902,23763.08578
2024-01-06T09:15+01:00,23136.27661,24147.37113
2024-01-06T09:30+01:00,23114.555,24447.77494
2024-01-06T09:45+01:00,23150.53436,24771.70336
2024-01-06T10:00+01:00,23243.19997,24926.51274
2024-01-06T10:15+01:00,23127.78381,25075.59537
2024-01-06T10:30+01:00,23244.79733,25267.70149
2024-01-06T10:45+01:00,23308.12613,25371.82332
2024-01-06T11:00+01:00,23751.02474,25535.32001
2024-01-06T11:15+01:00,23910.83114,25804.34949
2024-01-06T11:30+01:00,23959.85054,25882.75843
2024-01-06T11:45+01:00,23977.09745,25922.1613
2024-01-06T12:00+01:00,23900.66468,25776.8167
2024-01-06T12:15+01:00,23859.91034,25749.23826
2024-01-06T12:30+01:00,23855.90832,25676.39519
2024-01-06T12:45+01:00,23830.78782,25599.53553
2024-01-06T13:00+01:00,23856.64869,25513.67156
2024-01-06T13:15+01:00,23824.20432,25265.80335
2024-01-06T13:30+01:00,23772.36963,25055.10049
2024-01-06T13:45+01:00,23810.25895,24738.26777
2024-01-06T14:00+01:00,23851.21046,24668.66042
2024-01-06T14:15+01:00,23829.82286,24598.99712
2024-01-06T14:30+01:00,23851.9527,24413.41766
2024-01-06T14:45+01:00,23833.40295,24275.31754
2024-01-06T15:00+01:00,23860.597,23893.37208
2024-01-06T15:15+01:00,23763.69581,23850.22632
2024-01-06T15:30+01:00,23768.2316,23804.85074
2024-01-06T15:45+01:00,23738.95761,23476.12066
2024-01-06T16:00+01:00,23815.36363,23339.4901
2024-01-06T16:15+01:00,23992.12384,23447.98796
2024-01-06T16:30+01:00,24102.3236,23714.10635
2024-01-06T16:45+01:00,24110.83775,23956.49704
2024-01-06T17:00+01:00,24222.57454,24107.05889
2024-01-06T17:15+01:00,24462.8193,24284.23624
2024-01-06T17:30+01:00,24493.16945,24493.86046
2024-01-06T17:45+01:00,24517.00932,24519.72921
2024-01-06T18:00+01:00,24424.24523,24573.92256
2024-01-06T18:15+01:00,24313.44467,24570.08173
2024-01-06T18:30+01:00,24475.5531,24598.19938
2024-01-06T18:45+01:00,24446.50041,24345.87259
2024-01-06T19:00+01:00,24235.53904,24406.28467
2024-01-06T19:15+01:00,24239.34745,24329.51262
2024-01-06T19:30+01:00,24138.07264,24359.21191
2024-01-06T19:45+01:00,24017.36141,24085.52462
2024-01-06T20:00+01:00,23574.26724,24179.53432
2024-01-06T20:15+01:00,23274.97817,23925.64355
2024-01-06T20:30+01:00,23284.28629,23889.8137
2024-01-06T20:45+01:00,23299.77831,23856.37502
2024-01-06T21:00+01:00,23287.47142,23851.79311
2024-01-06T21:15+01:00,23259.72626,23870.82782
2024-01-06T21:30+01:00,23186.36896,23580.57159
2024-01-06T21:45+01:00,23163.23087,23394.90748
2024-01-06T22:00+01:00,23067.85144,23289.26236
2024-01-06T22:15+01:00,22964.45159,23180.5515
2024-01-06T22:30+01:00,22772.10469,23232.51431
2024-01-06T22:45+01:00,22639.91088,23154.86162
2024-01-06T23:00+01:00,22419.20886,23293.75259
2024-01-06T23:15+01:00,22080.25429,23080.80203
2024-01-06T23:30+01:00,21776.93473,23229.09726
2024-01-06T23:45+01:00,21495.54101,23069.61562
2024-01-07T00:00+01:00,21124.10712,23155.90536
2024-01-07T00:15+01:00,20830.2449,23002.54169
2024-01-07T00:30+01:00,20595.38632,22746.58628
2024-01-07T00:45+01:00,20106.00565,22688.95085
2024-01-07T01:00+01:00,19589.23061,22718.37209
2024-01-07T01:15+01:00,19399.32916,22805.76037
2024-01-07T01:30+01:00,19239.13064,23025.11417
2024-01-07T01:45+01:00,18837.1877,22954.56128
2024-01-07T02:00+01:00,18551.898,22922.19665
2024-01-07T02:15+01:00,18275.34251,22923.10697
2024-01-07T02:30+01:00,18211.53477,23045.85922
2024-01-07T02:45+01:00,18169.11512,23041.02624
2024-01-07T03:00+01:00,18128.4766,23074.28828
2024-01-07T03:15+01:00,18090.93033,22895.08356
2024-01-07T03:30+01:00,18039.0273,22746.73421
2024-01-07T03:45+01:00,18071.75791,22775.82313
2024-01-07T04:00+01:00,18248.79543,23054.66427
2024-01-07T04:15+01:00,18218.7006,23044.75884
2024-01-07T04:30+01:00,18224.99784,23124.58137
2024-01-07T04:45+01:00,18263.34868,23038.3253
2024-01-07T05:00+01:00,18473.85231,23050.53742
2024-01-07T05:15+01:00,18542.91051,23084.0152
2024-01-07T05:30+01:00,18561.95339,23310.15894
2024-01-07T05:45+01:00,18662.3484,23505.79573
2024-01-07T06:00+01:00,18634.82423,23746.20445
2024-01-07T06:15+01:00,18671.91027,23939.45417
2024-01-07T06:30+01:00,18843.79007,24183.61924
2024-01-07T06:45+01:00,18936.50368,24111.02899
2024-01-07T07:00+01:00,19078.94225,24010.61265
2024-01-07T07:15+01:00,19411.03198,24105.01471
2024-01-07T07:30+01:00,19592.03855,24123.43266
2024-01-07T07:45+01:00,19864.65421,24025.20296
2024-01-07T08:00+01:00,20007.79737,23841.41474
2024-01-07T08:15+01:00,20318.55439,23792.18865
2024-01-07T08:30+01:00,20855.79638,23755.66766
2024-01-07T08:45+01:00,21584.05751,24127.04772
2024-01-07T09:00+01:00,22527.71381,24140.75328
2024-01-07T09:15+01:00,22856.31608,24220.21836
2024-01-07T09:30+01:00,22946.24195,24405.23485
2024-01-07T09:45+01:00,23181.94235,24499.86099
2024-01-07T10:00+01:00,23509.40389,24518.54981
2024-01-07T10:15+01:00,23427.68368,24646.63965
2024-01-07T10:30+01:00,23165.58014,25096.4229
2024-01-07T10:45+01:00,22898.90885,25346.78709
2024-01-07T11:00+01:00,22982.82673,25651.95303
2024-01-07T11:15+01:00,23048.09838,26008.02408
2024-01-07T11:30+01:00,22961.56193,26286.38012
2024-01-07T11:45+01:00,22864.17725,26630.98335
2024-01-07T12:00+01:00,22724.05092,26835.8262
2024-01-07T12:15+01:00,22683.23547,26985.91997
2024-01-07T12:30+01:00,22659.02396,26706.9907
2024-01-07T12:45+01:00,22593.31732,26489.66895
2024-01-07T13:00+01:00,22622.13257,26919.30934
2024-01-07T13:15+01:00,22557.82029,26833.74374
2024-01-07T13:30+01:00,22547.59603,26673.43184
2024-01-07T13:45+01:00,22509.77763,26621.50231
2024-01-07T14:00+01:00,22506.97423,26514.67836
2024-01-07T14:15+01:00,22514.53149,26377.50072
2024-01-07T14:30+01:00,22648.01907,26140.70475
2024-01-07T14:45+01:00,22650.24148,25940.00304
2024-01-07T15:00+01:00,22788.83783,25599.91652
2024-01-07T15:15+01:00,22842.02031,25220.17402
2024-01-07T15:30+01:00,22878.12861,25086.57084
2024-01-07T15:45+01:00,23020.1208,25148.03223
2024-01-07T16:00+01:00,23070.423,24951.65744
2024-01-07T16:15+01:00,23111.28066,25377.72728
2024-01-07T16:30+01:00,23183.54167,25771.97608
2024-01-07T16:45+01:00,23507.11507,26475.84645
2024-01-07T17:00+01:00,23616.47748,26477.40352
2024-01-07T17:15+01:00,23914.45232,26965.59473
2024-01-07T17:30+01:00,24077.6385,27307.00564
2024-01-07T17:45+01:00,24240.34152,27646.01193
2024-01-07T18:00+01:00,24432.04938,28061.02533
2024-01-07T18:15+01:00,24592.4504,28317.79456
2024-01-07T18:30+01:00,24748.33458,28805.02842
2024-01-07T18:45+01:00,24767.43574,29199.7339
2024-01-07T19:00+01:00,24853.37619,29799.7249
2024-01-07T19:15+01:00,25050.4499,29851.40921
2024-01-07T19:30+01:00,25104.90507,29929.07013
2024-01-07T19:45+01:00,24654.27281,29769.78392
2024-01-07T20:00+01:00,24595.14227,29754.97737
2024-01-07T20:15+01:00,24468.76257,29572.99744
2024-01-07T20:30+01:00,24436.70238,29105.27278
2024-01-07T20:45+01:00,23733.31178,28640.24942
2024-01-07T21:00+01:00,23476.89742,28596.2876
2024-01-07T21:15+01:00,23371.24705,28306.94286
2024-01-07T21:30+01:00,23260.01128,28096.8065
2024-01-07T21:45+01:00,23333.86502,27985.2374
2024-01-07T22:00+01:00,23306.26596,27637.62262
2024-01-07T22:15+01:00,23198.19237,27621.91065
2024-01-07T22:30+01:00,23079.90164,27720.86292
2024-01-07T22:45+01:00,22795.36019,27849.31365
2024-01-07T23:00+01:00,22031.68421,28007.95046
2024-01-07T23:15+01:00,21509.36909,27933.63307
2024-01-07T23:30+01:00,21087.2069,27803.92368
2024-01-07T23:45+01:00,20585.97162,27734.74026
