Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,Germany,Germany,DE,133.59,178.01,83.03,81.32,entsoe.eu,false,
2024-01-01 00:15:00,Germany,Germany,DE,134.26,178.74,82.95,81.23,entsoe.eu,false,
2024-01-01 00:30:00,Germany,Germany,DE,135.18,179.85,82.84,81.1,entsoe.eu,false,
2024-01-01 00:45:00,Germany,Germany,DE,133.95,178.42,83.01,81.28,entsoe.eu,false,
2024-01-01 01:00:00,Germany,Germany,DE,134.48,179.06,82.93,81.6,entsoe.eu,false,
2024-01-01 01:15:00,Germany,Germany,DE,134.88,179.6,82.85,81.51,entsoe.eu,false,
2024-01-01 01:30:00,Germany,Germany,DE,135.57,180.36,82.77,81.43,entsoe.eu,false,
2024-01-01 01:45:00,Germany,Germany,DE,136.41,181.45,82.69,81.35,entsoe.eu,false,
2024-01-01 02:00:00,Germany,Germany,DE,138.56,183.94,82.41,81.39,entsoe.eu,false,
2024-01-01 02:15:00,Germany,Germany,DE,139.57,185.19,82.27,81.25,entsoe.eu,false,
2024-01-01 02:30:00,Germany,Germany,DE,139.2,184.88,82.3,81.26,entsoe.eu,false,
2024-01-01 02:45:00,Germany,Germany,DE,139.22,184.95,82.31,81.28,entsoe.eu,false,
2024-01-01 03:00:00,Germany,Germany,DE,140.35,186.19,82.17,81.43,entsoe.eu,false,
2024-01-01 03:15:00,Germany,Germany,DE,139.58,185.19,82.29,81.56,entsoe.eu,false,
2024-01-01 03:30:00,Germany,Germany,DE,140.03,185.74,82.27,81.54,entsoe.eu,false,
2024-01-01 03:45:00,Germany,Germany,DE,140.98,186.96,82.14,81.4,entsoe.eu,false,
2024-01-01 04:00:00,Germany,Germany,DE,140.95,187.02,82.13,81.58,entsoe.eu,false,
2024-01-01 04:15:00,Germany,Germany,DE,140.43,186.41,82.18,81.64,entsoe.eu,false,
2024-01-01 04:30:00,Germany,Germany,DE,139.96,185.9,82.23,81.68,entsoe.eu,false,
2024-01-01 04:45:00,Germany,Germany,DE,140.91,187.0,82.11,81.56,entsoe.eu,false,
2024-01-01 05:00:00,Germany,Germany,DE,140.48,186.56,82.18,81.28,entsoe.eu,false,
2024-01-01 05:15:00,Germany,Germany,DE,141.0,187.27,82.12,81.21,entsoe.eu,false,
2024-01-01 05:30:00,Germany,Germany,DE,142.8,189.46,81.92,81.0,entsoe.eu,false,
2024-01-01 05:45:00,Germany,Germany,DE,142.9,189.58,81.9,80.98,entsoe.eu,false,
2024-01-01 06:00:00,Germany,Germany,DE,143.13,190.04,81.89,81.33,entsoe.eu,false,
2024-01-01 06:15:00,Germany,Germany,DE,141.87,188.74,82.05,81.49,entsoe.eu,false,
2024-01-01 06:30:00,Germany,Germany,DE,140.48,187.16,82.21,81.66,entsoe.eu,false,
2024-01-01 06:45:00,Germany,Germany,DE,139.65,186.24,82.32,81.77,entsoe.eu,false,
2024-01-01 07:00:00,Germany,Germany,DE,138.06,184.47,82.51,81.8,entsoe.eu,false,
2024-01-01 07:15:00,Germany,Germany,DE,138.07,184.57,82.51,81.81,entsoe.eu,false,
2024-01-01 07:30:00,Germany,Germany,DE,136.26,182.58,82.75,82.08,entsoe.eu,false,
2024-01-01 07:45:00,Germany,Germany,DE,134.26,180.52,82.98,82.32,entsoe.eu,false,
2024-01-01 08:00:00,Germany,Germany,DE,134.07,180.26,83.09,82.53,entsoe.eu,false,
2024-01-01 08:15:00,Germany,Germany,DE,132.75,178.93,83.26,82.61,entsoe.eu,false,
2024-01-01 08:30:00,Germany,Germany,DE,130.25,176.34,83.55,82.98,entsoe.eu,false,
2024-01-01 08:45:00,Germany,Germany,DE,127.92,173.75,83.85,83.36,entsoe.eu,false,
2024-01-01 09:00:00,Germany,Germany,DE,127.4,173.15,83.92,83.57,entsoe.eu,false,
2024-01-01 09:15:00,Germany,Germany,DE,126.36,171.86,84.08,83.8,entsoe.eu,false,
2024-01-01 09:30:00,Germany,Germany,DE,124.03,169.15,84.38,84.1,entsoe.eu,false,
2024-01-01 09:45:00,Germany,Germany,DE,123.01,168.23,84.5,84.22,entsoe.eu,false,
2024-01-01 10:00:00,Germany,Germany,DE,121.0,165.91,84.78,84.42,entsoe.eu,false,
2024-01-01 10:15:00,Germany,Germany,DE,120.45,165.38,84.83,84.47,entsoe.eu,false,
2024-01-01 10:30:00,Germany,Germany,DE,119.5,164.18,84.97,84.62,entsoe.eu,false,
2024-01-01 10:45:00,Germany,Germany,DE,119.06,163.54,85.03,84.68,entsoe.eu,false,
2024-01-01 11:00:00,Germany,Germany,DE,119.91,164.3,84.88,84.15,entsoe.eu,false,
2024-01-01 11:15:00,Germany,Germany,DE,120.8,165.38,84.75,84.0,entsoe.eu,false,
2024-01-01 11:30:00,Germany,Germany,DE,121.2,165.73,84.74,83.91,entsoe.eu,false,
2024-01-01 11:45:00,Germany,Germany,DE,122.64,167.35,84.57,83.68,entsoe.eu,false,
2024-01-01 12:00:00,Germany,Germany,DE,122.09,166.63,84.61,83.15,entsoe.eu,false,
2024-01-01 12:15:00,Germany,Germany,DE,123.73,168.56,84.43,82.95,entsoe.eu,false,
2024-01-01 12:30:00,Germany,Germany,DE,124.68,169.55,84.31,82.81,entsoe.eu,false,
2024-01-01 12:45:00,Germany,Germany,DE,126.77,171.81,84.08,82.56,entsoe.eu,false,
2024-01-01 13:00:00,Germany,Germany,DE,129.62,174.83,83.69,81.05,entsoe.eu,false,
2024-01-01 13:15:00,Germany,Germany,DE,131.71,177.06,83.42,80.74,entsoe.eu,false,
2024-01-01 13:30:00,Germany,Germany,DE,134.45,180.22,83.07,80.3,entsoe.eu,false,
2024-01-01 13:45:00,Germany,Germany,DE,142.89,183.93,83.26,80.55,entsoe.eu,false,
2024-01-01 14:00:00,Germany,Germany,DE,136.34,182.27,82.7,78.31,entsoe.eu,false,
2024-01-01 14:15:00,Germany,Germany,DE,141.67,185.88,82.5,78.08,entsoe.eu,false,
2024-01-01 14:30:00,Germany,Germany,DE,151.39,191.36,82.46,78.05,entsoe.eu,false,
2024-01-01 14:45:00,Germany,Germany,DE,154.85,193.47,82.42,78.02,entsoe.eu,false,
2024-01-01 15:00:00,Germany,Germany,DE,144.53,191.41,81.29,75.77,entsoe.eu,false,
2024-01-01 15:15:00,Germany,Germany,DE,150.86,193.25,81.63,76.39,entsoe.eu,false,
2024-01-01 15:30:00,Germany,Germany,DE,158.53,196.22,81.92,76.85,entsoe.eu,false,
2024-01-01 15:45:00,Germany,Germany,DE,163.25,198.17,82.04,77.23,entsoe.eu,false,
2024-01-01 16:00:00,Germany,Germany,DE,158.4,197.1,81.58,76.76,entsoe.eu,false,
2024-01-01 16:15:00,Germany,Germany,DE,163.28,199.33,81.63,76.91,entsoe.eu,false,
2024-01-01 16:30:00,Germany,Germany,DE,163.93,199.64,81.65,76.99,entsoe.eu,false,
2024-01-01 16:45:00,Germany,Germany,DE,167.3,202.19,81.54,76.97,entsoe.eu,false,
2024-01-01 17:00:00,Germany,Germany,DE,168.45,200.21,82.1,77.33,entsoe.eu,false,
2024-01-01 17:15:00,Germany,Germany,DE,169.27,201.9,81.9,77.15,entsoe.eu,false,
2024-01-01 17:30:00,Germany,Germany,DE,170.66,203.3,81.79,77.05,entsoe.eu,false,
2024-01-01 17:45:00,Germany,Germany,DE,171.49,204.42,81.62,76.94,entsoe.eu,false,
2024-01-01 18:00:00,Germany,Germany,DE,173.18,206.42,81.48,77.08,entsoe.eu,false,
2024-01-01 18:15:00,Germany,Germany,DE,168.49,204.32,81.57,77.03,entsoe.eu,false,
2024-01-01 18:30:00,Germany,Germany,DE,166.17,203.68,81.41,76.78,entsoe.eu,false,
2024-01-01 18:45:00,Germany,Germany,DE,162.84,203.32,81.13,76.41,entsoe.eu,false,
2024-01-01 19:00:00,Germany,Germany,DE,159.37,199.8,81.35,75.7,entsoe.eu,false,
2024-01-01 19:15:00,Germany,Germany,DE,158.54,200.55,81.11,75.35,entsoe.eu,false,
2024-01-01 19:30:00,Germany,Germany,DE,156.43,201.3,80.71,74.82,entsoe.eu,false,
2024-01-01 19:45:00,Germany,Germany,DE,154.42,200.63,80.64,74.72,entsoe.eu,false,
2024-01-01 20:00:00,Germany,Germany,DE,158.87,203.49,80.49,74.69,entsoe.eu,false,
2024-01-01 20:15:00,Germany,Germany,DE,157.95,203.51,80.44,74.59,entsoe.eu,false,
2024-01-01 20:30:00,Germany,Germany,DE,157.35,204.21,80.22,74.22,entsoe.eu,false,
2024-01-01 20:45:00,Germany,Germany,DE,155.72,204.52,79.98,73.75,entsoe.eu,false,
2024-01-01 21:00:00,Germany,Germany,DE,161.11,207.74,80.02,74.41,entsoe.eu,false,
2024-01-01 21:15:00,Germany,Germany,DE,157.42,206.47,79.8,74.06,entsoe.eu,false,
2024-01-01 21:30:00,Germany,Germany,DE,156.55,205.84,79.85,73.99,entsoe.eu,false,
2024-01-01 21:45:00,Germany,Germany,DE,157.43,207.16,79.68,73.66,entsoe.eu,false,
2024-01-01 22:00:00,Germany,Germany,DE,161.78,212.64,79.09,73.78,entsoe.eu,false,
2024-01-01 22:15:00,Germany,Germany,DE,164.68,215.89,78.73,73.12,entsoe.eu,false,
2024-01-01 22:30:00,Germany,Germany,DE,164.81,215.72,78.81,73.0,entsoe.eu,false,
2024-01-01 22:45:00,Germany,Germany,DE,166.05,217.45,78.64,72.62,entsoe.eu,false,
2024-01-01 23:00:00,Germany,Germany,DE,164.16,215.89,78.37,72.42,entsoe.eu,false,
2024-01-01 23:15:00,Germany,Germany,DE,162.05,213.45,78.79,72.74,entsoe.eu,false,
2024-01-01 23:30:00,Germany,Germany,DE,163.01,214.45,78.67,72.63,entsoe.eu,false,
2024-01-01 23:45:00,Germany,Germany,DE,162.45,213.87,78.7,72.6,entsoe.eu,false,
2024-01-02 00:00:00,Germany,Germany,DE,162.42,213.54,78.73,72.16,entsoe.eu,false,
2024-01-02 00:15:00,Germany,Germany,DE,162.36,213.58,78.7,72.02,entsoe.eu,false,
2024-01-02 00:30:00,Germany,Germany,DE,163.72,215.23,78.52,71.79,entsoe.eu,false,
2024-01-02 00:45:00,Germany,Germany,DE,165.62,217.45,78.28,71.52,entsoe.eu,false,
2024-01-02 01:00:00,Germany,Germany,DE,165.38,217.32,78.15,72.02,entsoe.eu,false,
2024-01-02 01:15:00,Germany,Germany,DE,164.84,216.7,78.16,71.99,entsoe.eu,false,
2024-01-02 01:30:00,Germany,Germany,DE,163.76,215.39,78.27,72.15,entsoe.eu,false,
2024-01-02 01:45:00,Germany,Germany,DE,165.34,216.78,78.13,72.06,entsoe.eu,false,
2024-01-02 02:00:00,Germany,Germany,DE,164.69,215.91,78.19,72.5,entsoe.eu,false,
2024-01-02 02:15:00,Germany,Germany,DE,159.78,210.33,78.73,73.11,entsoe.eu,false,
2024-01-02 02:30:00,Germany,Germany,DE,160.62,210.83,78.69,73.19,entsoe.eu,false,
2024-01-02 02:45:00,Germany,Germany,DE,158.84,208.73,78.91,73.48,entsoe.eu,false,
2024-01-02 03:00:00,Germany,Germany,DE,156.78,206.15,79.13,73.73,entsoe.eu,false,
2024-01-02 03:15:00,Germany,Germany,DE,154.55,203.39,79.42,74.11,entsoe.eu,false,
2024-01-02 03:30:00,Germany,Germany,DE,152.99,201.58,79.59,74.31,entsoe.eu,false,
2024-01-02 03:45:00,Germany,Germany,DE,151.92,200.16,79.72,74.54,entsoe.eu,false,
2024-01-02 04:00:00,Germany,Germany,DE,152.03,200.2,79.61,74.72,entsoe.eu,false,
2024-01-02 04:15:00,Germany,Germany,DE,149.85,197.63,79.85,75.11,entsoe.eu,false,
2024-01-02 04:30:00,Germany,Germany,DE,146.44,193.58,80.16,75.46,entsoe.eu,false,
2024-01-02 04:45:00,Germany,Germany,DE,145.5,192.42,80.27,75.65,entsoe.eu,false,
2024-01-02 05:00:00,Germany,Germany,DE,144.1,190.61,80.54,75.14,entsoe.eu,false,
2024-01-02 05:15:00,Germany,Germany,DE,143.31,189.8,80.64,75.32,entsoe.eu,false,
2024-01-02 05:30:00,Germany,Germany,DE,141.46,187.67,80.83,75.49,entsoe.eu,false,
2024-01-02 05:45:00,Germany,Germany,DE,140.63,186.92,80.79,75.49,entsoe.eu,false,
2024-01-02 06:00:00,Germany,Germany,DE,141.1,187.69,80.44,75.04,entsoe.eu,false,
2024-01-02 06:15:00,Germany,Germany,DE,140.97,187.53,80.43,75.08,entsoe.eu,false,
2024-01-02 06:30:00,Germany,Germany,DE,143.16,187.55,80.67,75.54,entsoe.eu,false,
2024-01-02 06:45:00,Germany,Germany,DE,146.87,188.7,80.83,76.0,entsoe.eu,false,
2024-01-02 07:00:00,Germany,Germany,DE,145.02,189.33,80.13,74.96,entsoe.eu,false,
2024-01-02 07:15:00,Germany,Germany,DE,147.72,191.09,79.99,74.91,entsoe.eu,false,
2024-01-02 07:30:00,Germany,Germany,DE,149.08,191.11,80.2,75.35,entsoe.eu,false,
2024-01-02 07:45:00,Germany,Germany,DE,152.0,193.08,80.18,75.38,entsoe.eu,false,
2024-01-02 08:00:00,Germany,Germany,DE,157.17,197.14,79.78,74.9,entsoe.eu,false,
2024-01-02 08:15:00,Germany,Germany,DE,157.62,197.47,79.73,74.85,entsoe.eu,false,
2024-01-02 08:30:00,Germany,Germany,DE,158.75,198.31,79.69,74.88,entsoe.eu,false,
2024-01-02 08:45:00,Germany,Germany,DE,162.56,202.06,79.4,74.63,entsoe.eu,false,
2024-01-02 09:00:00,Germany,Germany,DE,156.14,198.97,79.25,74.33,entsoe.eu,false,
2024-01-02 09:15:00,Germany,Germany,DE,157.34,200.81,79.02,74.1,entsoe.eu,false,
2024-01-02 09:30:00,Germany,Germany,DE,159.64,202.99,78.88,74.0,entsoe.eu,false,
2024-01-02 09:45:00,Germany,Germany,DE,160.66,204.14,78.77,73.75,entsoe.eu,false,
2024-01-02 10:00:00,Germany,Germany,DE,159.9,205.34,78.34,72.86,entsoe.eu,false,
2024-01-02 10:15:00,Germany,Germany,DE,163.32,207.62,78.3,72.73,entsoe.eu,false,
2024-01-02 10:30:00,Germany,Germany,DE,169.91,211.63,78.25,72.7,entsoe.eu,false,
2024-01-02 10:45:00,Germany,Germany,DE,175.39,216.41,77.92,72.49,entsoe.eu,false,
2024-01-02 11:00:00,Germany,Germany,DE,179.83,220.26,77.61,72.36,entsoe.eu,false,
2024-01-02 11:15:00,Germany,Germany,DE,181.26,221.44,77.56,72.41,entsoe.eu,false,
2024-01-02 11:30:00,Germany,Germany,DE,182.3,221.64,77.62,72.48,entsoe.eu,false,
2024-01-02 11:45:00,Germany,Germany,DE,183.57,222.45,77.58,72.44,entsoe.eu,false,
2024-01-02 12:00:00,Germany,Germany,DE,178.57,219.66,77.56,71.79,entsoe.eu,false,
2024-01-02 12:15:00,Germany,Germany,DE,178.49,221.41,77.2,71.34,entsoe.eu,false,
2024-01-02 12:30:00,Germany,Germany,DE,183.36,225.53,76.92,71.03,entsoe.eu,false,
2024-01-02 12:45:00,Germany,Germany,DE,184.73,227.15,76.72,70.75,entsoe.eu,false,
2024-01-02 13:00:00,Germany,Germany,DE,187.88,228.45,76.76,70.94,entsoe.eu,false,
2024-01-02 13:15:00,Germany,Germany,DE,192.86,231.36,76.76,71.01,entsoe.eu,false,
2024-01-02 13:30:00,Germany,Germany,DE,195.37,232.92,76.74,70.91,entsoe.eu,false,
2024-01-02 13:45:00,Germany,Germany,DE,196.04,233.19,76.74,70.88,entsoe.eu,false,
2024-01-02 14:00:00,Germany,Germany,DE,192.55,230.79,76.76,70.77,entsoe.eu,false,
2024-01-02 14:15:00,Germany,Germany,DE,192.6,230.05,76.91,70.98,entsoe.eu,false,
2024-01-02 14:30:00,Germany,Germany,DE,194.62,231.05,76.91,71.12,entsoe.eu,false,
2024-01-02 14:45:00,Germany,Germany,DE,192.82,229.36,77.06,71.32,entsoe.eu,false,
2024-01-02 15:00:00,Germany,Germany,DE,194.34,230.58,76.96,71.58,entsoe.eu,false,
2024-01-02 15:15:00,Germany,Germany,DE,194.58,229.54,77.24,72.01,entsoe.eu,false,
2024-01-02 15:30:00,Germany,Germany,DE,193.14,227.73,77.44,72.38,entsoe.eu,false,
2024-01-02 15:45:00,Germany,Germany,DE,190.88,225.59,77.63,72.7,entsoe.eu,false,
2024-01-02 16:00:00,Germany,Germany,DE,186.1,222.43,77.77,72.99,entsoe.eu,false,
2024-01-02 16:15:00,Germany,Germany,DE,180.26,217.49,78.11,73.4,entsoe.eu,false,
2024-01-02 16:30:00,Germany,Germany,DE,177.77,215.38,78.24,73.66,entsoe.eu,false,
2024-01-02 16:45:00,Germany,Germany,DE,174.44,214.09,78.1,73.57,entsoe.eu,false,
2024-01-02 17:00:00,Germany,Germany,DE,176.79,214.88,78.29,74.23,entsoe.eu,false,
2024-01-02 17:15:00,Germany,Germany,DE,171.15,209.87,78.69,74.58,entsoe.eu,false,
2024-01-02 17:30:00,Germany,Germany,DE,165.23,205.03,79.0,75.01,entsoe.eu,false,
2024-01-02 17:45:00,Germany,Germany,DE,161.64,202.47,79.15,75.26,entsoe.eu,false,
2024-01-02 18:00:00,Germany,Germany,DE,161.97,199.37,79.92,76.27,entsoe.eu,false,
2024-01-02 18:15:00,Germany,Germany,DE,154.18,194.65,79.99,76.17,entsoe.eu,false,
2024-01-02 18:30:00,Germany,Germany,DE,145.44,188.12,80.3,76.35,entsoe.eu,false,
2024-01-02 18:45:00,Germany,Germany,DE,140.01,184.59,80.45,76.4,entsoe.eu,false,
2024-01-02 19:00:00,Germany,Germany,DE,145.23,184.14,81.45,78.09,entsoe.eu,false,
2024-01-02 19:15:00,Germany,Germany,DE,137.45,179.44,81.57,78.16,entsoe.eu,false,
2024-01-02 19:30:00,Germany,Germany,DE,134.18,177.88,81.5,78.01,entsoe.eu,false,
2024-01-02 19:45:00,Germany,Germany,DE,131.77,175.35,81.76,78.26,entsoe.eu,false,
2024-01-02 20:00:00,Germany,Germany,DE,130.6,172.39,82.36,79.24,entsoe.eu,false,
2024-01-02 20:15:00,Germany,Germany,DE,126.79,169.53,82.58,79.45,entsoe.eu,false,
2024-01-02 20:30:00,Germany,Germany,DE,126.34,168.93,82.73,79.58,entsoe.eu,false,
2024-01-02 20:45:00,Germany,Germany,DE,124.58,166.72,83.14,79.99,entsoe.eu,false,
2024-01-02 21:00:00,Germany,Germany,DE,125.87,168.17,83.18,80.72,entsoe.eu,false,
2024-01-02 21:15:00,Germany,Germany,DE,125.59,167.67,83.24,80.79,entsoe.eu,false,
2024-01-02 21:30:00,Germany,Germany,DE,126.75,168.8,83.15,80.7,entsoe.eu,false,
2024-01-02 21:45:00,Germany,Germany,DE,126.23,168.13,83.3,80.84,entsoe.eu,false,
2024-01-02 22:00:00,Germany,Germany,DE,126.44,167.95,83.54,81.5,entsoe.eu,false,
2024-01-02 22:15:00,Germany,Germany,DE,125.01,166.38,83.66,81.62,entsoe.eu,false,
2024-01-02 22:30:00,Germany,Germany,DE,125.0,166.37,83.64,81.61,entsoe.eu,false,
2024-01-02 22:45:00,Germany,Germany,DE,124.18,165.56,83.72,81.69,entsoe.eu,false,
2024-01-02 23:00:00,Germany,Germany,DE,127.22,169.68,83.33,80.36,entsoe.eu,false,
2024-01-02 23:15:00,Germany,Germany,DE,126.05,168.47,83.62,80.6,entsoe.eu,false,
2024-01-02 23:30:00,Germany,Germany,DE,125.39,167.73,83.72,80.69,entsoe.eu,false,
2024-01-02 23:45:00,Germany,Germany,DE,125.07,167.36,83.78,80.75,entsoe.eu,false,
2024-01-03 00:00:00,Germany,Germany,DE,124.64,166.79,83.84,80.77,entsoe.eu,false,
2024-01-03 00:15:00,Germany,Germany,DE,124.87,167.11,83.79,80.71,entsoe.eu,false,
2024-01-03 00:30:00,Germany,Germany,DE,125.66,168.09,83.68,80.54,entsoe.eu,false,
2024-01-03 00:45:00,Germany,Germany,DE,125.8,168.3,83.69,80.54,entsoe.eu,false,
2024-01-03 01:00:00,Germany,Germany,DE,128.48,171.55,83.23,80.91,entsoe.eu,false,
2024-01-03 01:15:00,Germany,Germany,DE,127.26,170.05,83.4,81.09,entsoe.eu,false,
2024-01-03 01:30:00,Germany,Germany,DE,126.02,168.51,83.59,81.28,entsoe.eu,false,
2024-01-03 01:45:00,Germany,Germany,DE,125.26,167.58,83.67,81.38,entsoe.eu,false,
2024-01-03 02:00:00,Germany,Germany,DE,125.42,167.81,83.65,81.3,entsoe.eu,false,
2024-01-03 02:15:00,Germany,Germany,DE,125.37,167.77,83.67,81.31,entsoe.eu,false,
2024-01-03 02:30:00,Germany,Germany,DE,125.96,168.45,83.59,81.21,entsoe.eu,false,
2024-01-03 02:45:00,Germany,Germany,DE,126.0,168.54,83.6,81.22,entsoe.eu,false,
2024-01-03 03:00:00,Germany,Germany,DE,126.29,168.71,83.57,81.1,entsoe.eu,false,
2024-01-03 03:15:00,Germany,Germany,DE,125.07,167.24,83.73,81.29,entsoe.eu,false,
2024-01-03 03:30:00,Germany,Germany,DE,123.69,165.66,83.87,81.46,entsoe.eu,false,
2024-01-03 03:45:00,Germany,Germany,DE,122.97,164.73,83.94,81.55,entsoe.eu,false,
2024-01-03 04:00:00,Germany,Germany,DE,122.32,163.85,83.94,80.29,entsoe.eu,false,
2024-01-03 04:15:00,Germany,Germany,DE,122.61,164.19,83.87,80.21,entsoe.eu,false,
2024-01-03 04:30:00,Germany,Germany,DE,121.71,163.03,83.96,80.56,entsoe.eu,false,
2024-01-03 04:45:00,Germany,Germany,DE,121.28,162.49,84.01,80.65,entsoe.eu,false,
2024-01-03 05:00:00,Germany,Germany,DE,117.49,157.87,84.41,81.32,entsoe.eu,false,
2024-01-03 05:15:00,Germany,Germany,DE,116.74,156.95,84.48,81.42,entsoe.eu,false,
2024-01-03 05:30:00,Germany,Germany,DE,116.65,156.81,84.44,81.39,entsoe.eu,false,
2024-01-03 05:45:00,Germany,Germany,DE,116.89,157.23,84.29,81.27,entsoe.eu,false,
2024-01-03 06:00:00,Germany,Germany,DE,118.41,159.11,84.01,80.94,entsoe.eu,false,
2024-01-03 06:15:00,Germany,Germany,DE,119.06,159.95,83.84,80.79,entsoe.eu,false,
2024-01-03 06:30:00,Germany,Germany,DE,119.2,160.15,83.85,80.79,entsoe.eu,false,
2024-01-03 06:45:00,Germany,Germany,DE,120.42,160.59,83.9,80.85,entsoe.eu,false,
2024-01-03 07:00:00,Germany,Germany,DE,121.59,162.81,83.4,80.28,entsoe.eu,false,
2024-01-03 07:15:00,Germany,Germany,DE,125.01,164.95,83.3,80.22,entsoe.eu,false,
2024-01-03 07:30:00,Germany,Germany,DE,128.59,166.78,83.34,80.31,entsoe.eu,false,
2024-01-03 07:45:00,Germany,Germany,DE,129.23,167.54,83.23,80.2,entsoe.eu,false,
2024-01-03 08:00:00,Germany,Germany,DE,129.98,169.43,82.81,80.06,entsoe.eu,false,
2024-01-03 08:15:00,Germany,Germany,DE,130.77,170.2,82.85,80.1,entsoe.eu,false,
2024-01-03 08:30:00,Germany,Germany,DE,128.47,167.85,83.11,80.41,entsoe.eu,false,
2024-01-03 08:45:00,Germany,Germany,DE,124.64,165.13,83.28,80.59,entsoe.eu,false,
2024-01-03 09:00:00,Germany,Germany,DE,124.01,163.38,83.56,81.1,entsoe.eu,false,
2024-01-03 09:15:00,Germany,Germany,DE,118.44,159.92,83.67,81.21,entsoe.eu,false,
2024-01-03 09:30:00,Germany,Germany,DE,116.82,158.87,83.74,81.3,entsoe.eu,false,
2024-01-03 09:45:00,Germany,Germany,DE,116.29,158.4,83.79,81.35,entsoe.eu,false,
2024-01-03 10:00:00,Germany,Germany,DE,114.3,155.89,84.18,81.78,entsoe.eu,false,
2024-01-03 10:15:00,Germany,Germany,DE,113.6,154.99,84.24,81.86,entsoe.eu,false,
2024-01-03 10:30:00,Germany,Germany,DE,113.29,154.56,84.28,81.92,entsoe.eu,false,
2024-01-03 10:45:00,Germany,Germany,DE,113.7,155.24,84.23,81.86,entsoe.eu,false,
2024-01-03 11:00:00,Germany,Germany,DE,113.12,154.53,84.3,81.79,entsoe.eu,false,
2024-01-03 11:15:00,Germany,Germany,DE,113.03,154.35,84.39,81.89,entsoe.eu,false,
2024-01-03 11:30:00,Germany,Germany,DE,112.98,154.4,84.38,81.89,entsoe.eu,false,
2024-01-03 11:45:00,Germany,Germany,DE,114.0,155.61,84.24,81.74,entsoe.eu,false,
2024-01-03 12:00:00,Germany,Germany,DE,115.89,157.72,83.91,81.12,entsoe.eu,false,
2024-01-03 12:15:00,Germany,Germany,DE,118.02,160.25,83.56,80.74,entsoe.eu,false,
2024-01-03 12:30:00,Germany,Germany,DE,118.64,161.02,83.46,80.62,entsoe.eu,false,
2024-01-03 12:45:00,Germany,Germany,DE,119.23,161.7,83.39,80.54,entsoe.eu,false,
2024-01-03 13:00:00,Germany,Germany,DE,117.45,159.74,83.57,80.35,entsoe.eu,false,
2024-01-03 13:15:00,Germany,Germany,DE,119.16,161.64,83.34,80.01,entsoe.eu,false,
2024-01-03 13:30:00,Germany,Germany,DE,120.85,163.54,83.12,79.72,entsoe.eu,false,
2024-01-03 13:45:00,Germany,Germany,DE,123.1,166.21,82.8,79.36,entsoe.eu,false,
2024-01-03 14:00:00,Germany,Germany,DE,124.56,167.99,82.45,78.39,entsoe.eu,false,
2024-01-03 14:15:00,Germany,Germany,DE,126.89,170.7,82.14,77.99,entsoe.eu,false,
2024-01-03 14:30:00,Germany,Germany,DE,135.66,177.01,81.81,77.74,entsoe.eu,false,
2024-01-03 14:45:00,Germany,Germany,DE,141.97,182.82,81.27,77.25,entsoe.eu,false,
2024-01-03 15:00:00,Germany,Germany,DE,147.46,190.02,80.24,75.99,entsoe.eu,false,
2024-01-03 15:15:00,Germany,Germany,DE,157.03,197.64,79.8,75.58,entsoe.eu,false,
2024-01-03 15:30:00,Germany,Germany,DE,166.32,203.01,79.8,75.7,entsoe.eu,false,
2024-01-03 15:45:00,Germany,Germany,DE,172.85,207.09,79.76,75.75,entsoe.eu,false,
2024-01-03 16:00:00,Germany,Germany,DE,173.93,212.86,78.64,74.62,entsoe.eu,false,
2024-01-03 16:15:00,Germany,Germany,DE,177.76,214.69,78.72,74.83,entsoe.eu,false,
2024-01-03 16:30:00,Germany,Germany,DE,187.74,222.12,78.39,74.61,entsoe.eu,false,
2024-01-03 16:45:00,Germany,Germany,DE,189.15,223.35,78.32,74.61,entsoe.eu,false,
2024-01-03 17:00:00,Germany,Germany,DE,190.97,226.9,77.84,74.53,entsoe.eu,false,
2024-01-03 17:15:00,Germany,Germany,DE,190.82,227.7,77.63,74.3,entsoe.eu,false,
2024-01-03 17:30:00,Germany,Germany,DE,191.98,228.36,77.63,74.31,entsoe.eu,false,
2024-01-03 17:45:00,Germany,Germany,DE,192.8,230.16,77.33,74.01,entsoe.eu,false,
2024-01-03 18:00:00,Germany,Germany,DE,190.86,227.31,77.74,74.39,entsoe.eu,false,
2024-01-03 18:15:00,Germany,Germany,DE,188.39,227.45,77.45,74.01,entsoe.eu,false,
2024-01-03 18:30:00,Germany,Germany,DE,186.78,227.06,77.32,73.74,entsoe.eu,false,
2024-01-03 18:45:00,Germany,Germany,DE,182.79,225.37,77.24,73.47,entsoe.eu,false,
2024-01-03 19:00:00,Germany,Germany,DE,186.93,223.58,78.09,74.15,entsoe.eu,false,
2024-01-03 19:15:00,Germany,Germany,DE,181.47,221.23,77.86,73.75,entsoe.eu,false,
2024-01-03 19:30:00,Germany,Germany,DE,175.44,218.74,77.67,73.35,entsoe.eu,false,
2024-01-03 19:45:00,Germany,Germany,DE,166.96,212.76,77.93,73.28,entsoe.eu,false,
